"Date","Price","Open","High","Low","Vol.","Change %"
"11/07/2025","388.21","393.00","395.89","386.11","157.42K","-0.60%"
"11/06/2025","390.54","395.00","396.00","380.20","369.89K","-0.10%"
"11/05/2025","390.92","382.00","403.00","378.00","1.39M","3.36%"
"11/04/2025","378.22","384.00","384.00","370.01","182.70K","0.49%"
"11/03/2025","376.38","370.00","389.94","365.75","851.08K","2.91%"
"10/31/2025","365.75","357.01","379.00","355.85","279.17K","2.78%"
"10/30/2025","355.85","368.90","368.90","350.05","258.77K","-5.99%"
"10/29/2025","378.54","385.01","385.01","377.00","384.86K","-1.67%"
"10/28/2025","384.98","385.03","392.00","384.00","224.31K","0.00%"
"10/27/2025","384.98","393.00","394.50","382.15","454.81K","-1.88%"
"10/24/2025","392.35","388.50","396.50","385.00","360.23K","0.71%"
"10/23/2025","389.58","400.01","401.99","387.51","658.86K","-2.41%"
"10/22/2025","399.22","399.00","410.00","375.00","584.84K","0.53%"
"10/21/2025","397.11","398.44","409.25","395.00","1.57M","1.92%"
"10/20/2025","389.64","358.00","389.64","354.51","3.48M","10.00%"
"10/17/2025","354.22","352.40","355.01","350.10","104.11K","0.52%"
"10/16/2025","352.40","355.20","357.86","351.00","105.12K","-0.79%"
"10/15/2025","355.20","358.00","358.00","354.00","114.27K","-0.24%"
"10/14/2025","356.07","355.00","362.00","353.10","294.16K","1.08%"
"10/13/2025","352.25","358.01","364.00","350.85","639.91K","-2.86%"
"10/10/2025","362.61","362.99","363.85","355.01","302.91K","0.06%"
"10/09/2025","362.38","364.50","366.00","359.75","171.76K","-0.75%"
"10/08/2025","365.11","363.60","366.49","360.00","200.61K","0.42%"
"10/07/2025","363.60","358.53","366.50","358.53","269.95K","1.44%"
"10/06/2025","358.43","362.87","363.00","356.00","890.17K","-1.22%"
"10/03/2025","362.87","363.53","368.50","360.00","1.41M","-0.40%"
"10/02/2025","364.31","366.00","369.99","360.00","297.86K","-0.45%"
"10/01/2025","365.97","373.50","373.50","364.00","99.77K","-0.70%"
"09/30/2025","368.54","367.00","374.99","361.90","292.51K","1.90%"
"09/29/2025","361.68","368.50","368.50","361.00","319.38K","-1.59%"
"09/26/2025","367.51","366.50","370.00","360.00","250.88K","0.32%"
"09/25/2025","366.35","362.50","379.00","360.17","347.69K","1.14%"
"09/24/2025","362.23","362.00","364.00","360.00","158.80K","-0.25%"
"09/23/2025","363.14","366.17","368.50","362.00","182.96K","-0.83%"
"09/22/2025","366.17","373.00","373.00","364.24","264.30K","-1.58%"
"09/19/2025","372.04","380.00","380.00","370.17","231.48K","-1.71%"
"09/18/2025","378.50","375.50","379.50","372.00","647.60K","0.86%"
"09/17/2025","375.29","372.20","381.49","366.00","1.07M","1.10%"
"09/16/2025","371.22","356.00","385.00","356.00","2.54M","5.66%"
"09/15/2025","351.32","341.00","352.60","340.00","928.27K","3.30%"
"09/12/2025","340.09","345.00","347.20","339.01","323.71K","-0.94%"
"09/11/2025","343.32","350.00","352.99","341.05","368.33K","-1.50%"
"09/10/2025","348.56","346.00","354.45","335.01","999.93K","0.57%"
"09/09/2025","346.59","380.00","383.00","341.00","5.67M","-7.92%"
"09/08/2025","376.42","371.11","379.00","371.11","492.86K","1.67%"
"09/05/2025","370.25","374.05","377.95","369.00","412.94K","-1.02%"
"09/04/2025","374.05","379.00","379.80","369.20","415.84K","-0.56%"
"09/03/2025","376.17","373.90","379.89","370.01","444.35K","1.35%"
"09/02/2025","371.17","384.00","384.00","370.00","312.05K","-2.42%"
"09/01/2025","380.39","388.00","388.00","376.00","459.63K","0.16%"
"08/29/2025","379.77","370.50","390.00","359.50","855.69K","2.41%"
"08/28/2025","370.85","376.10","379.98","370.00","237.31K","-1.92%"
"08/27/2025","378.10","383.87","383.87","377.07","145.91K","-1.00%"
"08/26/2025","381.92","382.00","385.00","379.16","184.02K","0.48%"
"08/25/2025","380.10","392.98","398.02","379.00","775.32K","-2.49%"
"08/22/2025","389.82","398.00","398.00","386.50","512.30K","-0.26%"
"08/21/2025","390.84","411.00","412.00","380.00","927.86K","-3.89%"
"08/20/2025","406.64","390.00","415.00","390.00","1.98M","5.02%"
"08/19/2025","387.20","385.00","404.85","380.00","1.06M","1.60%"
"08/18/2025","381.09","379.49","387.87","374.50","446.67K","1.91%"
"08/15/2025","373.96","383.99","384.00","372.04","353.46K","-1.36%"
"08/13/2025","379.12","388.50","398.40","377.00","1.16M","-1.88%"
"08/12/2025","386.37","360.00","391.77","359.90","3.46M","8.49%"
"08/11/2025","356.15","350.05","363.00","350.05","1.72M","2.09%"
"08/08/2025","348.86","351.00","352.00","345.00","617.42K","-0.22%"
"08/07/2025","349.63","357.00","360.00","348.21","519.61K","-1.69%"
"08/06/2025","355.64","349.50","361.00","349.50","1.18M","1.78%"
"08/05/2025","349.42","350.01","353.00","344.55","1.66M","0.38%"
"08/04/2025","348.11","341.68","349.99","335.01","577.96K","2.91%"
"08/01/2025","338.27","332.90","340.00","325.00","392.46K","2.64%"
"07/31/2025","329.56","336.99","341.25","328.00","602.41K","-1.45%"
"07/30/2025","334.40","338.00","338.88","330.01","354.75K","-1.14%"
"07/29/2025","338.26","342.00","346.10","337.00","946.76K","-1.08%"
"07/28/2025","341.96","341.50","344.00","339.00","714.06K","0.66%"
"07/25/2025","339.72","339.25","343.45","337.50","317.93K","0.17%"
"07/24/2025","339.13","340.00","345.00","336.50","580.44K","0.19%"
"07/23/2025","338.49","344.00","345.97","335.50","757.77K","0.09%"
"07/22/2025","338.19","344.96","347.00","337.00","293.08K","-1.24%"
"07/21/2025","342.45","343.99","350.00","340.00","605.65K","-0.46%"
"07/18/2025","344.03","354.03","355.00","340.99","302.34K","-2.79%"
"07/17/2025","353.91","357.89","363.00","352.00","218.82K","-0.90%"
"07/16/2025","357.11","352.00","358.94","350.50","329.86K","0.78%"
"07/15/2025","354.36","358.00","359.00","346.00","1.08M","-1.15%"
"07/14/2025","358.50","366.99","369.99","356.00","777.12K","-2.47%"
"07/11/2025","367.58","363.89","372.00","357.37","1.04M","1.59%"
